name	terms	is_query
HBA1	detoxification;oxidoreductase activity;antioxidant activity;molecular carrier activity;cytosol;organelle;extracellular region;extracellular space;cytoplasmic vesicle	False
HBD	detoxification;oxidoreductase activity;antioxidant activity;molecular carrier activity;cytosol;extracellular space	False
HCCS	protein modification process;protein-containing complex assembly;anatomical structure development;catalytic activity, acting on a protein;lyase activity;cytosol;mitochondrion	False
HCFC1	chromatin organization;protein modification process;regulation of DNA-templated transcription;protein-containing complex assembly;transcription regulator activity;molecular adaptor activity;chromosome;nucleoplasm;nucleus	False
HDAC1	anatomical structure development;cell differentiation;chromatin organization;regulation of DNA-templated transcription;programmed cell death;protein modification process;signaling;cell motility;transcription regulator activity;catalytic activity, acting on a protein;DNA binding;hydrolase activity;nucleoplasm;nucleus;nuclear chromosome;chromosome;cytosol	False
HDAC2	anatomical structure development;cell differentiation;chromatin organization;muscle system process;regulation of DNA-templated transcription;programmed cell death;reproductive process;protein modification process;signaling;cell motility;catalytic activity, acting on a protein;RNA binding;DNA binding;hydrolase activity;chromosome;nucleoplasm;nucleus;nuclear chromosome	False
HDAC3	DNA-templated transcription;anatomical structure development;cytoskeleton organization;intracellular protein transport;chromosome segregation;nucleocytoplasmic transport;cell differentiation;chromatin organization;regulation of DNA-templated transcription;programmed cell death;protein modification process;membrane organization;mitotic cell cycle;signaling;transcription regulator activity;catalytic activity, acting on a protein;DNA binding;hydrolase activity;cytoskeleton;nucleoplasm;nucleus;plasma membrane;Golgi apparatus;cytosol	False
HDGF	DNA-templated transcription;regulation of DNA-templated transcription;signaling;programmed cell death;transcription regulator activity;RNA binding;DNA binding;receptor ligand activity;extracellular matrix;nucleoplasm;nucleus;extracellular region;extracellular space	False
HDHD3	nucleolus;organelle;nucleus	False
HDHD5	lipid metabolic process;mitochondrion	False
HEBP1	organelle;extracellular region;extracellular space	False
HEXB	anatomical structure development;cell differentiation;carbohydrate metabolic process;carbohydrate derivative metabolic process;lipid metabolic process;lysosome organization;regulation of DNA-templated transcription;nervous system process;reproductive process;sulfur compound metabolic process;cell motility;hydrolase activity;transferase activity;lysosome;organelle;extracellular region;extracellular space;cytoplasmic vesicle	False
HIBADH	amino acid metabolic process;oxidoreductase activity;mitochondrion	False
HIGD2A	mitochondrion organization;protein-containing complex assembly;programmed cell death;mitochondrion	False
HIKESHI	intracellular protein transport;nucleocytoplasmic transport;anatomical structure development;molecular adaptor activity;molecular carrier activity;cytosol;nucleoplasm;nucleus	False
HINT1	carbohydrate derivative metabolic process;regulation of DNA-templated transcription;programmed cell death;protein modification process;signaling;nucleobase-containing small molecule metabolic process;catalytic activity, acting on a protein;hydrolase activity;cytoskeleton;nucleoplasm;nucleus;plasma membrane;cytosol;organelle;extracellular space	False
HINT2	lipid metabolic process;protein modification process;programmed cell death;hydrolase activity;mitochondrion	False
HK1	immune system process;generation of precursor metabolites and energy;carbohydrate metabolic process;defense response to other organism;carbohydrate derivative metabolic process;inflammatory response;nucleobase-containing small molecule metabolic process;transferase activity;cytosol;mitochondrion	False
HK2	anatomical structure development;generation of precursor metabolites and energy;transmembrane transport;carbohydrate metabolic process;carbohydrate derivative metabolic process;autophagy;programmed cell death;membrane organization;mitochondrion organization;nucleobase-containing small molecule metabolic process;transferase activity;endoplasmic reticulum;plasma membrane;cytosol;organelle;mitochondrion;microtubule organizing center	False
HLA-A	cell adhesion;signaling;defense response to other organism;immune system process;RNA binding;endoplasmic reticulum;plasma membrane;Golgi apparatus;endosome;organelle;extracellular space;cytoplasmic vesicle	False
HLTF	DNA-templated transcription;DNA repair;anatomical structure development;cell differentiation;mRNA metabolic process;chromatin organization;regulation of DNA-templated transcription;protein modification process;catalytic activity, acting on a protein;catalytic activity, acting on DNA;catalytic activity;transferase activity;DNA binding;hydrolase activity;ATP-dependent activity;RNA binding;nucleolus;nucleoplasm;nucleus	False
HMGA1	DNA-templated transcription;chromatin organization;DNA replication;regulation of DNA-templated transcription;molecular adaptor activity;structural molecule activity;transcription regulator activity;molecular function regulator activity;DNA binding;RNA binding;cytosol;chromosome;nucleoplasm;nucleus	False
HMGA2	DNA-templated transcription;DNA repair;anatomical structure development;cell differentiation;chromatin organization;regulation of DNA-templated transcription;programmed cell death;protein modification process;signaling;transcription regulator activity;DNA binding;catalytic activity, acting on DNA;lyase activity;chromosome;nucleoplasm;nuclear chromosome;nucleus	False
HMGCS1	lipid metabolic process;sulfur compound metabolic process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;transferase activity;cytosol	False
HMGN1	chromatin organization;regulation of DNA-templated transcription;DNA repair;anatomical structure development;DNA binding;chromosome;nucleoplasm;nucleus	False
HMGN2	chromatin organization;defense response to other organism;immune system process;molecular adaptor activity;RNA binding;DNA binding;chromosome;nucleus;extracellular space	False
HMGN3	chromatin organization;DNA binding;chromosome;cytosol;nucleoplasm;nucleus	False
HNRNPA1	telomere organization;nucleocytoplasmic transport;mRNA metabolic process;molecular adaptor activity;RNA binding;DNA binding;nucleoplasm;nucleus;cytosol;organelle;extracellular space	False
HNRNPA2B1	nucleocytoplasmic transport;mRNA metabolic process;regulation of DNA-templated transcription;RNA-mediated gene silencing;telomere organization;molecular adaptor activity;RNA binding;DNA binding;nucleoplasm;nucleus;chromosome;organelle;extracellular space	False
HNRNPA3	mRNA metabolic process;RNA binding;transporter activity;nucleoplasm;nucleus;organelle	False
HNRNPC	chromatin organization;cell differentiation;telomere organization;mRNA metabolic process;RNA binding;DNA binding;cytoskeleton;nucleoplasm;nucleus;chromosome;cytosol;organelle;extracellular region;extracellular space	False
HNRNPF	mRNA metabolic process;RNA binding;cytosol;nucleoplasm;nucleus;plasma membrane	False
HNRNPH1	mRNA metabolic process;RNA binding;cytosol;nucleoplasm;nucleus	False
HNRNPH2	RNA binding;cytosol;nucleoplasm;nucleus;organelle	False
HNRNPH3	cell differentiation;mRNA metabolic process;anatomical structure development;RNA binding;nucleoplasm;nucleus	False
HNRNPK	mRNA metabolic process;regulation of DNA-templated transcription;vesicle-mediated transport;programmed cell death;signaling;RNA binding;DNA binding;cytoskeleton;nucleus;nucleoplasm;chromosome;organelle;extracellular space	False
HNRNPL	regulation of DNA-templated transcription;mRNA metabolic process;RNA binding;DNA binding;nucleoplasm;nucleus;chromosome;cytosol;organelle;extracellular space	False
HNRNPM	mRNA metabolic process;RNA binding;nucleolus;extracellular matrix;nucleoplasm;nucleus;organelle;extracellular space	False
HNRNPR	mRNA metabolic process;RNA binding;endoplasmic reticulum;nucleoplasm;nucleus	False
HNRNPU	anatomical structure development;cytoskeleton organization;chromosome segregation;cell differentiation;mRNA metabolic process;telomere organization;chromatin organization;regulation of DNA-templated transcription;mitotic nuclear division;microtubule-based movement;cytoplasmic translation;mitotic cell cycle;transcription regulator activity;RNA binding;cytoskeletal protein binding;DNA binding;cytoskeleton;nucleoplasm;nuclear chromosome;nucleus;chromosome;cytosol;organelle;microtubule organizing center	False
